TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef,SourceTableID
5,A,2001,2001,513,Broadcasting and telecommunications,2.7,5,5
5,A,2001,2001,514,"Data processing, internet publishing, and other information services",0.4,5,5
5,A,2001,2001,52,Finance and insurance,7.6,5,5
5,A,2001,2001,521CI,"Federal Reserve banks, credit intermediation, and related activities",3.2,5,5
5,A,2001,2001,523,"Securities, commodity contracts, and investments",1.8,5,5
5,A,2001,2001,524,Insurance carriers and related activities,2.5,5,5
5,A,2001,2001,525,"Funds, trusts, and other financial vehicles",0.1,5,5
5,A,2001,2001,53,Real estate and rental and leasing,12.6,5,5
5,A,2001,2001,531,Real estate,11.2,5,5
5,A,2001,2001,532RL,Rental and leasing services and lessors of intangible assets,1.4,5,5
5,A,2001,2001,54,"Professional, scientific, and technical services",6.5,5,5
5,A,2001,2001,5411,Legal services,1.3,5,5
5,A,2001,2001,5412OP,"Miscellaneous professional, scientific, and technical services",4.0,5,5
5,A,2001,2001,5415,Computer systems design and related services,1.1,5,5
5,A,2001,2001,55,Management of companies and enterprises,1.6,5,5
5,A,2001,2001,56,Administrative and waste management services,2.8,5,5
5,A,2001,2001,561,Administrative and support services,2.5,5,5
5,A,2001,2001,562,Waste management and remediation services,0.3,5,5
5,A,2001,2001,6,"Educational services, health care, and social assistance",7.1,5,5
5,A,2001,2001,61,Educational services,1.0,5,5
5,A,2001,2001,62,Health care and social assistance,6.1,5,5
5,A,2001,2001,621,Ambulatory health care services,2.9,5,5
5,A,2001,2001,622,Hospitals,2.0,5,5
5,A,2001,2001,623,Nursing and residential care facilities,0.7,5,5
5,A,2001,2001,624,Social assistance,0.5,5,5
5,A,2001,2001,7,"Arts, entertainment, recreation, accommodation, and food services",3.7,5,5
5,A,2001,2001,71,"Arts, entertainment, and recreation",0.9,5,5
5,A,2001,2001,711AS,"Performing arts, spectator sports, museums, and related activities",0.5,5,5
5,A,2001,2001,713,"Amusements, gambling, and recreation industries",0.4,5,5
5,A,2001,2001,72,Accommodation and food services,2.8,5,5
5,A,2001,2001,721,Accommodation,0.9,5,5
5,A,2001,2001,722,Food services and drinking places,1.9,5,5
5,A,2001,2001,81,"Other services, except government",2.5,5,5
5,A,2001,2001,FIRE,"Finance, insurance, real estate, rental, and leasing",20.1,5,5
5,A,2001,2001,G,Government,13.2,5,5
5,A,2001,2001,GDP,Gross domestic product,100.0,5,5
5,A,2001,2001,GF,Federal,4.1,5,5
5,A,2001,2001,GFE,Government enterprises,0.6,5,5
5,A,2001,2001,GFG,General government,3.5,5,5
5,A,2001,2001,GFGD,National defense,2.1,5,5
5,A,2001,2001,GFGN,Nondefense,1.4,5,5
5,A,2001,2001,GSL,State and local,9.1,5,5
5,A,2001,2001,GSLE,Government enterprises,0.8,5,5
5,A,2001,2001,GSLG,General government,8.3,5,5
5,A,2001,2001,HS,Housing,9.4,5,5
5,A,2001,2001,ICT,Information-communications-technology-producing industries<sup>3</sup>,5.8,5;5.3.A,5
5,A,2001,2001,ORE,Other real estate,1.8,5,5
5,A,2001,2001,PGOOD,Private goods-producing industries<sup>1</sup>,20.6,5;5.1.A,5
5,A,2001,2001,PROF,Professional and business services,10.9,5,5
5,A,2001,2001,PSERV,Private services-producing industries<sup>2</sup>,66.2,5;5.2.A,5
5,A,2001,2001,PVT,Private industries,86.8,5,5
5,A,2002,2002,11,"Agriculture, forestry, fishing, and hunting",0.9,5,5
5,A,2002,2002,111CA,Farms,0.7,5,5
5,A,2002,2002,113FF,"Forestry, fishing, and related activities",0.2,5,5
5,A,2002,2002,21,Mining,1.0,5,5
5,A,2002,2002,211,Oil and gas extraction,0.6,5,5
5,A,2002,2002,212,"Mining, except oil and gas",0.2,5,5
5,A,2002,2002,213,Support activities for mining,0.1,5,5
5,A,2002,2002,22,Utilities,1.6,5,5
5,A,2002,2002,23,Construction,4.5,5,5
5,A,2002,2002,311FT,Food and beverage and tobacco products,1.6,5,5
5,A,2002,2002,313TT,Textile mills and textile product mills,0.2,5,5
5,A,2002,2002,315AL,Apparel and leather and allied products,0.2,5,5
5,A,2002,2002,31G,Manufacturing,13.4,5,5
5,A,2002,2002,31ND,Nondurable goods,5.8,5,5
5,A,2002,2002,321,Wood products,0.2,5,5
5,A,2002,2002,322,Paper products,0.5,5,5
5,A,2002,2002,323,Printing and related support activities,0.4,5,5
5,A,2002,2002,324,Petroleum and coal products,0.5,5,5
5,A,2002,2002,325,Chemical products,1.9,5,5
5,A,2002,2002,326,Plastics and rubber products,0.6,5,5
5,A,2002,2002,327,Nonmetallic mineral products,0.4,5,5
5,A,2002,2002,331,Primary metals,0.4,5,5
5,A,2002,2002,332,Fabricated metal products,1.0,5,5
5,A,2002,2002,333,Machinery,0.9,5,5
5,A,2002,2002,334,Computer and electronic products,1.6,5,5
5,A,2002,2002,335,"Electrical equipment, appliances, and components",0.4,5,5
5,A,2002,2002,3361MV,"Motor vehicles, bodies and trailers, and parts",1.2,5,5
5,A,2002,2002,3364OT,Other transportation equipment,0.7,5,5
5,A,2002,2002,337,Furniture and related products,0.3,5,5
5,A,2002,2002,339,Miscellaneous manufacturing,0.6,5,5
5,A,2002,2002,33DG,Durable goods,7.6,5,5
5,A,2002,2002,42,Wholesale trade,5.6,5,5
5,A,2002,2002,441,Motor vehicle and parts dealers,1.3,5,5
5,A,2002,2002,445,Food and beverage stores,1.0,5,5
5,A,2002,2002,44RT,Retail trade,6.7,5,5
5,A,2002,2002,452,General merchandise stores,0.9,5,5
5,A,2002,2002,481,Air transportation,0.5,5,5
5,A,2002,2002,482,Rail transportation,0.2,5,5
5,A,2002,2002,483,Water transportation,0.1,5,5
5,A,2002,2002,484,Truck transportation,0.9,5,5
5,A,2002,2002,485,Transit and ground passenger transportation,0.2,5,5
5,A,2002,2002,486,Pipeline transportation,0.1,5,5
5,A,2002,2002,487OS,Other transportation and support activities,0.7,5,5
5,A,2002,2002,48TW,Transportation and warehousing,2.8,5,5
5,A,2002,2002,493,Warehousing and storage,0.2,5,5
5,A,2002,2002,4A0,Other retail,3.4,5,5
5,A,2002,2002,51,Information,5.0,5,5
5,A,2002,2002,511,"Publishing industries, except internet (includes software)",1.2,5,5
5,A,2002,2002,512,Motion picture and sound recording industries,0.7,5,5
5,A,2002,2002,513,Broadcasting and telecommunications,2.6,5,5
5,A,2002,2002,514,"Data processing, internet publishing, and other information services",0.6,5,5
5,A,2002,2002,52,Finance and insurance,7.4,5,5
5,A,2002,2002,521CI,"Federal Reserve banks, credit intermediation, and related activities",3.5,5,5
5,A,2002,2002,523,"Securities, commodity contracts, and investments",1.5,5,5
5,A,2002,2002,524,Insurance carriers and related activities,2.3,5,5
5,A,2002,2002,525,"Funds, trusts, and other financial vehicles",0.1,5,5
5,A,2002,2002,53,Real estate and rental and leasing,12.8,5,5
5,A,2002,2002,531,Real estate,11.5,5,5
5,A,2002,2002,532RL,Rental and leasing services and lessors of intangible assets,1.3,5,5
5,A,2002,2002,54,"Professional, scientific, and technical services",6.5,5,5
5,A,2002,2002,5411,Legal services,1.4,5,5
5,A,2002,2002,5412OP,"Miscellaneous professional, scientific, and technical services",4.2,5,5
5,A,2002,2002,5415,Computer systems design and related services,1.0,5,5
5,A,2002,2002,55,Management of companies and enterprises,1.6,5,5
5,A,2002,2002,56,Administrative and waste management services,2.7,5,5
5,A,2002,2002,561,Administrative and support services,2.5,5,5
5,A,2002,2002,562,Waste management and remediation services,0.3,5,5
5,A,2002,2002,6,"Educational services, health care, and social assistance",7.4,5,5
5,A,2002,2002,61,Educational services,1.0,5,5
5,A,2002,2002,62,Health care and social assistance,6.4,5,5
5,A,2002,2002,621,Ambulatory health care services,3.1,5,5
5,A,2002,2002,622,Hospitals,2.1,5,5
5,A,2002,2002,623,Nursing and residential care facilities,0.7,5,5
5,A,2002,2002,624,Social assistance,0.5,5,5
5,A,2002,2002,7,"Arts, entertainment, recreation, accommodation, and food services",3.8,5,5
5,A,2002,2002,71,"Arts, entertainment, and recreation",0.9,5,5
5,A,2002,2002,711AS,"Performing arts, spectator sports, museums, and related activities",0.5,5,5
5,A,2002,2002,713,"Amusements, gambling, and recreation industries",0.4,5,5
5,A,2002,2002,72,Accommodation and food services,2.8,5,5
5,A,2002,2002,721,Accommodation,0.8,5,5
5,A,2002,2002,722,Food services and drinking places,2.0,5,5
5,A,2002,2002,81,"Other services, except government",2.6,5,5
5,A,2002,2002,FIRE,"Finance, insurance, real estate, rental, and leasing",20.2,5,5
5,A,2002,2002,G,Government,13.5,5,5
5,A,2002,2002,GDP,Gross domestic product,100.0,5,5
5,A,2002,2002,GF,Federal,4.2,5,5
5,A,2002,2002,GFE,Government enterprises,0.6,5,5
5,A,2002,2002,GFG,General government,3.6,5,5
5,A,2002,2002,GFGD,National defense,2.2,5,5
5,A,2002,2002,GFGN,Nondefense,1.4,5,5
5,A,2002,2002,GSL,State and local,9.3,5,5
5,A,2002,2002,GSLE,Government enterprises,0.7,5,5
5,A,2002,2002,GSLG,General government,8.5,5,5
5,A,2002,2002,HS,Housing,9.4,5,5
5,A,2002,2002,ICT,Information-communications-technology-producing industries<sup>3</sup>,5.7,5;5.3.A,5
5,A,2002,2002,ORE,Other real estate,2.1,5,5
5,A,2002,2002,PGOOD,Private goods-producing industries<sup>1</sup>,19.9,5;5.1.A,5
5,A,2002,2002,PROF,Professional and business services,10.9,5,5
5,A,2002,2002,PSERV,Private services-producing industries<sup>2</sup>,66.6,5;5.2.A,5
5,A,2002,2002,PVT,Private industries,86.5,5,5
5,A,2003,2003,11,"Agriculture, forestry, fishing, and hunting",1.0,5,5
5,A,2003,2003,111CA,Farms,0.8,5,5
5,A,2003,2003,113FF,"Forestry, fishing, and related activities",0.2,5,5
5,A,2003,2003,21,Mining,1.2,5,5
5,A,2003,2003,211,Oil and gas extraction,0.8,5,5
5,A,2003,2003,212,"Mining, except oil and gas",0.3,5,5
5,A,2003,2003,213,Support activities for mining,0.1,5,5
5,A,2003,2003,22,Utilities,1.6,5,5
5,A,2003,2003,23,Construction,4.6,5,5
5,A,2003,2003,311FT,Food and beverage and tobacco products,1.6,5,5
5,A,2003,2003,313TT,Textile mills and textile product mills,0.2,5,5
5,A,2003,2003,315AL,Apparel and leather and allied products,0.1,5,5
5,A,2003,2003,31G,Manufacturing,13.3,5,5
5,A,2003,2003,31ND,Nondurable goods,5.8,5,5
5,A,2003,2003,321,Wood products,0.3,5,5
5,A,2003,2003,322,Paper products,0.4,5,5
5,A,2003,2003,323,Printing and related support activities,0.4,5,5
5,A,2003,2003,324,Petroleum and coal products,0.7,5,5
5,A,2003,2003,325,Chemical products,1.8,5,5
5,A,2003,2003,326,Plastics and rubber products,0.5,5,5
5,A,2003,2003,327,Nonmetallic mineral products,0.4,5,5
5,A,2003,2003,331,Primary metals,0.3,5,5
5,A,2003,2003,332,Fabricated metal products,0.9,5,5
5,A,2003,2003,333,Machinery,0.9,5,5
5,A,2003,2003,334,Computer and electronic products,1.7,5,5
5,A,2003,2003,335,"Electrical equipment, appliances, and components",0.4,5,5
5,A,2003,2003,3361MV,"Motor vehicles, bodies and trailers, and parts",1.2,5,5
5,A,2003,2003,3364OT,Other transportation equipment,0.6,5,5
5,A,2003,2003,337,Furniture and related products,0.3,5,5
5,A,2003,2003,339,Miscellaneous manufacturing,0.5,5,5
5,A,2003,2003,33DG,Durable goods,7.5,5,5
5,A,2003,2003,42,Wholesale trade,5.6,5,5
5,A,2003,2003,441,Motor vehicle and parts dealers,1.3,5,5
5,A,2003,2003,445,Food and beverage stores,1.0,5,5
5,A,2003,2003,44RT,Retail trade,6.7,5,5
5,A,2003,2003,452,General merchandise stores,1.0,5,5
5,A,2003,2003,481,Air transportation,0.5,5,5
5,A,2003,2003,482,Rail transportation,0.2,5,5
5,A,2003,2003,483,Water transportation,0.1,5,5
5,A,2003,2003,484,Truck transportation,0.9,5,5
5,A,2003,2003,485,Transit and ground passenger transportation,0.2,5,5
5,A,2003,2003,486,Pipeline transportation,0.1,5,5
5,A,2003,2003,487OS,Other transportation and support activities,0.6,5,5
5,A,2003,2003,48TW,Transportation and warehousing,2.8,5,5
5,A,2003,2003,493,Warehousing and storage,0.3,5,5
5,A,2003,2003,4A0,Other retail,3.4,5,5
5,A,2003,2003,51,Information,4.9,5,5
5,A,2003,2003,511,"Publishing industries, except internet (includes software)",1.2,5,5
5,A,2003,2003,512,Motion picture and sound recording industries,0.6,5,5
5,A,2003,2003,513,Broadcasting and telecommunications,2.5,5,5
5,A,2003,2003,514,"Data processing, internet publishing, and other information services",0.6,5,5
5,A,2003,2003,52,Finance and insurance,7.4,5,5
5,A,2003,2003,521CI,"Federal Reserve banks, credit intermediation, and related activities",3.5,5,5
5,A,2003,2003,523,"Securities, commodity contracts, and investments",1.3,5,5
5,A,2003,2003,524,Insurance carriers and related activities,2.4,5,5
5,A,2003,2003,525,"Funds, trusts, and other financial vehicles",0.1,5,5
5,A,2003,2003,53,Real estate and rental and leasing,12.7,5,5
5,A,2003,2003,531,Real estate,11.4,5,5
5,A,2003,2003,532RL,Rental and leasing services and lessors of intangible assets,1.2,5,5
5,A,2003,2003,54,"Professional, scientific, and technical services",6.5,5,5
5,A,2003,2003,5411,Legal services,1.4,5,5
5,A,2003,2003,5412OP,"Miscellaneous professional, scientific, and technical services",4.0,5,5
5,A,2003,2003,5415,Computer systems design and related services,1.0,5,5
5,A,2003,2003,55,Management of companies and enterprises,1.6,5,5
5,A,2003,2003,56,Administrative and waste management services,2.8,5,5
5,A,2003,2003,561,Administrative and support services,2.5,5,5
5,A,2003,2003,562,Waste management and remediation services,0.3,5,5
5,A,2003,2003,6,"Educational services, health care, and social assistance",7.5,5,5
5,A,2003,2003,61,Educational services,1.0,5,5
5,A,2003,2003,62,Health care and social assistance,6.5,5,5
5,A,2003,2003,621,Ambulatory health care services,3.1,5,5
5,A,2003,2003,622,Hospitals,2.1,5,5
5,A,2003,2003,623,Nursing and residential care facilities,0.7,5,5
5,A,2003,2003,624,Social assistance,0.6,5,5
5,A,2003,2003,7,"Arts, entertainment, recreation, accommodation, and food services",3.8,5,5
5,A,2003,2003,71,"Arts, entertainment, and recreation",1.0,5,5
5,A,2003,2003,711AS,"Performing arts, spectator sports, museums, and related activities",0.5,5,5
5,A,2003,2003,713,"Amusements, gambling, and recreation industries",0.4,5,5
5,A,2003,2003,72,Accommodation and food services,2.8,5,5
5,A,2003,2003,721,Accommodation,0.8,5,5
5,A,2003,2003,722,Food services and drinking places,2.0,5,5
5,A,2003,2003,81,"Other services, except government",2.5,5,5
5,A,2003,2003,FIRE,"Finance, insurance, real estate, rental, and leasing",20.0,5,5
5,A,2003,2003,G,Government,13.5,5,5
5,A,2003,2003,GDP,Gross domestic product,100.0,5,5
5,A,2003,2003,GF,Federal,4.4,5,5
5,A,2003,2003,GFE,Government enterprises,0.6,5,5
5,A,2003,2003,GFG,General government,3.8,5,5
5,A,2003,2003,GFGD,National defense,2.3,5,5
5,A,2003,2003,GFGN,Nondefense,1.5,5,5
5,A,2003,2003,GSL,State and local,9.2,5,5
5,A,2003,2003,GSLE,Government enterprises,0.7,5,5
5,A,2003,2003,GSLG,General government,8.5,5,5
5,A,2003,2003,HS,Housing,9.3,5,5
5,A,2003,2003,ICT,Information-communications-technology-producing industries<sup>3</sup>,5.7,5;5.3.A,5
5,A,2003,2003,ORE,Other real estate,2.1,5,5
5,A,2003,2003,PGOOD,Private goods-producing industries<sup>1</sup>,20.1,5;5.1.A,5
5,A,2003,2003,PROF,Professional and business services,10.9,5,5
5,A,2003,2003,PSERV,Private services-producing industries<sup>2</sup>,66.3,5;5.2.A,5
5,A,2003,2003,PVT,Private industries,86.4,5,5
5,A,2004,2004,11,"Agriculture, forestry, fishing, and hunting",1.2,5,5
5,A,2004,2004,111CA,Farms,1.0,5,5
5,A,2004,2004,113FF,"Forestry, fishing, and related activities",0.2,5,5
5,A,2004,2004,21,Mining,1.4,5,5
5,A,2004,2004,211,Oil and gas extraction,0.9,5,5
5,A,2004,2004,212,"Mining, except oil and gas",0.3,5,5
5,A,2004,2004,213,Support activities for mining,0.2,5,5
5,A,2004,2004,22,Utilities,1.6,5,5
5,A,2004,2004,23,Construction,4.8,5,5
5,A,2004,2004,311FT,Food and beverage and tobacco products,1.4,5,5
5,A,2004,2004,313TT,Textile mills and textile product mills,0.2,5,5
5,A,2004,2004,315AL,Apparel and leather and allied products,0.1,5,5
5,A,2004,2004,31G,Manufacturing,13.2,5,5
5,A,2004,2004,31ND,Nondurable goods,5.8,5,5
5,A,2004,2004,321,Wood products,0.3,5,5
5,A,2004,2004,322,Paper products,0.4,5,5
5,A,2004,2004,323,Printing and related support activities,0.3,5,5
5,A,2004,2004,324,Petroleum and coal products,0.9,5,5
5,A,2004,2004,325,Chemical products,1.9,5,5
5,A,2004,2004,326,Plastics and rubber products,0.5,5,5
5,A,2004,2004,327,Nonmetallic mineral products,0.4,5,5
5,A,2004,2004,331,Primary metals,0.4,5,5
5,A,2004,2004,332,Fabricated metal products,0.9,5,5
5,A,2004,2004,333,Machinery,0.9,5,5
5,A,2004,2004,334,Computer and electronic products,1.6,5,5
5,A,2004,2004,335,"Electrical equipment, appliances, and components",0.3,5,5
5,A,2004,2004,3361MV,"Motor vehicles, bodies and trailers, and parts",1.1,5,5
5,A,2004,2004,3364OT,Other transportation equipment,0.6,5,5
5,A,2004,2004,337,Furniture and related products,0.3,5,5
5,A,2004,2004,339,Miscellaneous manufacturing,0.5,5,5
5,A,2004,2004,33DG,Durable goods,7.4,5,5
5,A,2004,2004,42,Wholesale trade,5.7,5,5
5,A,2004,2004,441,Motor vehicle and parts dealers,1.2,5,5
5,A,2004,2004,445,Food and beverage stores,1.0,5,5
5,A,2004,2004,44RT,Retail trade,6.5,5,5
5,A,2004,2004,452,General merchandise stores,0.9,5,5
5,A,2004,2004,481,Air transportation,0.5,5,5
5,A,2004,2004,482,Rail transportation,0.2,5,5
5,A,2004,2004,483,Water transportation,0.1,5,5
5,A,2004,2004,484,Truck transportation,0.9,5,5
5,A,2004,2004,485,Transit and ground passenger transportation,0.2,5,5
5,A,2004,2004,486,Pipeline transportation,0.1,5,5
5,A,2004,2004,487OS,Other transportation and support activities,0.7,5,5
5,A,2004,2004,48TW,Transportation and warehousing,2.9,5,5
5,A,2004,2004,493,Warehousing and storage,0.3,5,5
5,A,2004,2004,4A0,Other retail,3.4,5,5
5,A,2004,2004,51,Information,5.1,5,5
5,A,2004,2004,511,"Publishing industries, except internet (includes software)",1.3,5,5
5,A,2004,2004,512,Motion picture and sound recording industries,0.6,5,5
5,A,2004,2004,513,Broadcasting and telecommunications,2.5,5,5
5,A,2004,2004,514,"Data processing, internet publishing, and other information services",0.6,5,5
5,A,2004,2004,52,Finance and insurance,7.1,5,5
5,A,2004,2004,521CI,"Federal Reserve banks, credit intermediation, and related activities",3.1,5,5
5,A,2004,2004,523,"Securities, commodity contracts, and investments",1.3,5,5
5,A,2004,2004,524,Insurance carriers and related activities,2.6,5,5
5,A,2004,2004,525,"Funds, trusts, and other financial vehicles",0.1,5,5
5,A,2004,2004,53,Real estate and rental and leasing,12.4,5,5
5,A,2004,2004,531,Real estate,11.3,5,5
5,A,2004,2004,532RL,Rental and leasing services and lessors of intangible assets,1.1,5,5
5,A,2004,2004,54,"Professional, scientific, and technical services",6.5,5,5
5,A,2004,2004,5411,Legal services,1.5,5,5
5,A,2004,2004,5412OP,"Miscellaneous professional, scientific, and technical services",4.0,5,5
5,A,2004,2004,5415,Computer systems design and related services,1.0,5,5
5,A,2004,2004,55,Management of companies and enterprises,1.7,5,5
5,A,2004,2004,56,Administrative and waste management services,2.8,5,5
